indicator_id,대분류,소주제,응답주체,지표명,통계유형,시계열비교가능,역문항,데이터이슈,응답기저,주의사항,결측수_2021,결측수_2025,응답수_2021,응답수_2025,평균_2021,평균_2025
PR_EDU_COST_05,교육격차·가정배경,교육비·사교육비,학부모,교육비 및 사교육 - 5)사교육비_기타,continuous,N,N,"1주기는 미지출을 0으로 기입, 2주기는 공란 처리 — 응답 기저가 달라 현 시점 시계열 비교 불가. 2주기 결측을 0(미지출)으로 볼지 연구원 확인 필요",,사교육비(기타)·연속형 동일,0.0,1171.0,5948.0,311.0,3.4165,11.9887
PR_TALK_01,교육격차·가정배경,가정 내 대화,학부모,자녀와 대화 시간 및 주제 - 자녀와 대화 시간,likert,Y,N,,,대화 시간·6점 구간 척도 동일(일주일 평균),0.0,0.0,5948.0,1482.0,4.1086,4.3435
PR_TALK_02,교육격차·가정배경,가정 내 대화,학부모,자녀와 대화 시간 및 주제 - 1)공부,binary,Y,N,,,대화 주제(공부)·복수응답 동일,0.0,0.0,5948.0,1482.0,0.7419,0.6215
PR_TALK_03,교육격차·가정배경,가정 내 대화,학부모,자녀와 대화 시간 및 주제 - 2)용돈,binary,Y,N,,,대화 주제(용돈)·복수응답 동일,0.0,0.0,5948.0,1482.0,0.3152,0.2476
PR_TALK_04,교육격차·가정배경,가정 내 대화,학부모,자녀와 대화 시간 및 주제 - 3)건강,binary,Y,N,,,대화 주제(건강)·복수응답 동일,0.0,0.0,5948.0,1482.0,0.5531,0.3313
PR_TALK_05,교육격차·가정배경,가정 내 대화,학부모,자녀와 대화 시간 및 주제 - 4)진로,binary,Y,N,,,대화 주제(진로)·복수응답 동일,0.0,0.0,5948.0,1482.0,0.7515,0.5655
PR_TALK_06,교육격차·가정배경,가정 내 대화,학부모,자녀와 대화 시간 및 주제 - 5)학교생활,binary,N,N,2주기 PRQ3_2_5에 1(해당) 코드가 없고 0/결측만 존재 — 결측이 '해당'일 가능성. 연구원 확인 필요,,대화 주제(학교생활)·복수응답 동일,0.0,1113.0,5948.0,369.0,0.7863,0.0
PR_TALK_07,교육격차·가정배경,가정 내 대화,학부모,자녀와 대화 시간 및 주제 - 6)친구관계,binary,N,N,2주기 PRQ3_2_6에 1(해당) 코드가 없고 0/결측만 존재 — 결측이 '해당'일 가능성. 연구원 확인 필요,,대화 주제(친구관계)·복수응답 동일,0.0,961.0,5948.0,521.0,0.7781,0.0
PR_CAREER_01,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 1)학교 담임교사와 상담(전화 상담 및 비대면 상담 포함),binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.29,1.2692
PR_CAREER_02,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 2)학교 진로담당교사와 상담(전화 상담 및 비대면 상담 포함),binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.8517,1.7699
PR_CAREER_03,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 3)학교 교과담당교사와 상담(전화 상담 및 비대면 상담 포함),binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.8904,1.8077
PR_CAREER_04,진로·진학,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 4)사교육종사자(학원강사, 과외교사, 입시진로 컨설팅 회사 등)와 상담",binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.3608,1.3401
PR_CAREER_05,진로·진학,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 5)진로 관련 검사(적성, 흥미검사 등) 실시",binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.5679,1.5061
PR_CAREER_06,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,binary,조건부,N,,,2주기 값이 높게 나올 수 있음,0.0,0.0,5948.0,1482.0,1.7924,1.4676
PR_CAREER_07,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.4766,1.3043
PR_CAREER_08,진로·진학,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.5232,1.3623
PR_CAREER_09,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,binary,Y,N,,,항목·경험여부 이분응답 동일,0.0,0.0,5948.0,1482.0,1.3921,1.2571
PR_CAREER_10,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 1)학교 담임교사와 상담(전화 상담 및 비대면 상담 포함),likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,"★비교표에는 ""도움정도 문항 추가""로 적혀 있으나 1주기 코드북에 Q4_2_1~9(진학·진로 만족도)가 이미 존재함(비교표 수정 필요). 5점 척도 동일",1725.0,399.0,4223.0,1083.0,3.5091,4.0536
PR_CAREER_11,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 2)학교 진로담당교사와 상담(전화 상담 및 비대면 상담 포함),likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,5066.0,1141.0,882.0,341.0,3.4127,3.9238
PR_CAREER_12,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 3)학교 교과담당교사와 상담(전화 상담 및 비대면 상담 포함),likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,5296.0,1197.0,652.0,285.0,3.4325,3.9439
PR_CAREER_13,진로·진학,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 4)사교육종사자(학원강사, 과외교사, 입시진로 컨설팅 회사 등)와 상담",likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,2146.0,504.0,3802.0,978.0,3.455,3.9458
PR_CAREER_14,진로·진학,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 5)진로 관련 검사(적성, 흥미검사 등) 실시",likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,3378.0,750.0,2570.0,732.0,3.2899,3.7828
PR_CAREER_15,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 6)상급학교(고등학교·대학교) 직접 방문(입시설명회 포함) 및 전화 상담,likert,조건부,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,항목 범위 확장(입시설명회·전화상담 포함),4713.0,693.0,1235.0,789.0,3.4988,4.0684
PR_CAREER_16,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 7)상급학교 안내책자(홍보자료)를 통한 정보 수집,likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,2835.0,451.0,3113.0,1031.0,3.2936,3.8099
PR_CAREER_17,진로·진학,진로·진학 준비,학부모,"진로·진학 준비 경험 및 인식 - 8)대중매체(TV, 신문 등)를 통한 정보 수집",likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,3112.0,537.0,2836.0,945.0,3.299,3.6889
PR_CAREER_18,진로·진학,진로·진학 준비,학부모,진로·진학 준비 경험 및 인식 - 9)온라인 커뮤니티를 통한 정보 수집,likert,Y,N,,선행 경험 문항(PR_CAREER_01~09)에서 '예'로 응답한 학부모만 응답 — 표본 기저가 주기별로 다름,도움정도 항목·5점 척도 동일,2332.0,381.0,3616.0,1101.0,3.3308,3.7593
PR_ASPIRE_01,진로·진학,교육포부,학부모,교육포부 - 교육포부,likert,Y,N,,,"학생-학부모 비교 시 학생의 ""6)잘 모르겠다""를 결측 처리한 뒤 5점으로 맞출 것",0.0,0.0,5948.0,1482.0,3.2875,3.3023
PR_PARTICIP_08,참여·자치,학부모 참여,학부모,학교활동 참여 - 7)공개수업 참석,likert,Y,N,,,항목(공개수업 참석)·척도 동일,0.0,0.0,5948.0,1482.0,1.1696,1.525
PR_OPEN_SAT_01,참여·자치,학부모 참여,학부모,공개수업 만족도 - 1)학교 수업에 대하여 학부모의 의견 수렴,likert,Y,N,,,항목·4점 척도 완전 동일,4828.0,868.0,1120.0,614.0,2.9161,3.0423
PR_OPEN_SAT_02,참여·자치,학부모 참여,학부모,공개수업 만족도 - 2)교사의 수업과 자녀의 수업태도에 대한 학부모의 이해 증진,likert,Y,N,,,항목·4점 척도 완전 동일,4828.0,868.0,1120.0,614.0,3.1259,3.2101
PR_OPEN_SAT_03,참여·자치,학부모 참여,학부모,공개수업 만족도 - 3)학교교육에 대한 학부모의 참여와 관심증가,likert,Y,N,,,항목·4점 척도 완전 동일,4828.0,868.0,1120.0,614.0,3.075,3.145
PR_RELATION_01,학교생활·관계,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,likert,Y,N,,,문항 내용·5점 척도 동일. 학생용 대응 문항 존재(대리보고 vs 자기보고),0.0,0.0,5948.0,1482.0,4.059,3.9953
PR_RELATION_02,학교생활·관계,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,likert,Y,Y,,,문항 내용·척도 동일,0.0,0.0,5948.0,1482.0,2.2608,2.6437
PR_RELATION_03,학교생활·관계,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 3)학교 친구들은 내 아이가 어려움에 처해있을 때 도와준다,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,5948.0,1482.0,3.8248,3.7638
PR_RELATION_04,학교생활·관계,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 4)학교 선생님들은 내 아이를 이해하려고 노력하신다,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,5948.0,1482.0,3.9578,3.9757
PR_RELATION_05,학교생활·관계,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 5)학교 선생님들은 내 아이에게 관심이 부족하다,likert,조건부,Y,,,역문항 역채점 필요. 표현 완화로 응답 분포 이동 가능,0.0,0.0,5948.0,1482.0,1.9702,2.1269
PR_RELATION_06,학교생활·관계,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,5948.0,1482.0,2.8974,2.9413
PR_SAT_TOTAL_01,만족도,전반적 만족도,학부모,학교에 대한 전반적인 만족도 - 현재 자녀가 다니는 학교에 어느 정도 만족하는지,likert,Y,N,,,단일 문항·5점 척도 동일. 학생용 STQ32와 대응되어 학생-학부모 비교의 대표 지표,0.0,0.0,5948.0,1482.0,3.6298,3.6916
PR_SAT_DETAIL_01,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 1)자녀의 학습능력을 잘 길러주고 있다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.4511,3.5209
PR_SAT_DETAIL_02,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 2)자녀의 특기와 적성을 잘 계발해주고 있다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.2229,3.3077
PR_SAT_DETAIL_03,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 3)자녀의 수준에 맞게 잘 가르치고 있다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.4185,3.4906
PR_SAT_DETAIL_04,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 4)자녀의 학교생활에 대하여 잘 알려준다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.4296,3.504
PR_SAT_DETAIL_05,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 5)자녀의 평가결과를 학부모에게 잘 전달한다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.6439,3.753
PR_SAT_DETAIL_06,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 6)자녀의 흥미와 적성에 맞는 교육을 하고 있다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.2485,3.3354
PR_SAT_DETAIL_07,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 7)학교운영위원회는 학부모들의 의견을 잘 수렴한다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.3117,3.3671
PR_SAT_DETAIL_08,만족도,세부 만족도,학부모,"학교에 대한 세부적인 만족도 - 8)교사, 학부모, 학생들이 협의하여 학교운영을 자율적으로 하고 있다",likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.4016,3.4818
PR_SAT_DETAIL_09,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 9)학습에 불편하지 않게 교육시설과 환경을 잘 갖추고 있다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.5358,3.587
PR_SAT_DETAIL_10,만족도,세부 만족도,학부모,학교에 대한 세부적인 만족도 - 10)학생의 안전을 위해 노력하고 있다,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5948.0,1482.0,3.7549,3.8043
TR_EFFICACY_01,교사 전문성,교사효능감,교사,교사효능감·교사의 사기 - 1)학생들이 수업에 집중하지 않을 때 왜 그런지 이유를 파악할 수 있다,likert,Y,N,,,문항 내용·5점 척도 동일(어미 미세 변경),0.0,0.0,5189.0,2800.0,4.1301,3.9471
TR_EFFICACY_02,교사 전문성,교사효능감,교사,교사효능감·교사의 사기 - 2)학생들의 학업 능력에 대해 판단할 수 있다,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,5189.0,2800.0,4.2114,4.1279
TR_EFFICACY_03,교사 전문성,교사효능감,교사,교사효능감·교사의 사기 - 3)수업에 대한 학생들의 관심 정도를 파악할 수 있다,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,5189.0,2800.0,4.3592,4.245
TR_EFFICACY_04,교사 전문성,교사효능감,교사,교사효능감·교사의 사기 - 4)학생들이 학업에 흥미를 가지지 못하는 이유를 분석할 수 있다,likert,Y,N,,,"""분석해낼 수 있다""→""분석할 수 있다"" 표현만 변경",0.0,0.0,5189.0,2800.0,4.0291,4.0032
TR_EFFICACY_05,교사 전문성,교사효능감,교사,교사효능감·교사의 사기 - 5)문제행동을 하는 학생들이 왜 그렇게 행동하는지 이유를 분석할 수 있다,likert,Y,N,,,"""분석해낼 수 있다""→""분석할 수 있다"" 표현만 변경",0.0,0.0,5189.0,2800.0,3.884,3.8307
TR_EFFICACY_06,교사 전문성,교사효능감,교사,교사효능감·교사의 사기 - 6)생활지도를 할 때 학생 개인의 특성을 충분히  고려할 수 있다,likert,조건부,N,,,"""개인 특성을 충분히 활용할 수 있다"" → ""충분히 고려할 수 있다"". 활용(행위)에서 고려(인식)로 의미가 약화됨",0.0,0.0,5189.0,2800.0,4.0663,3.98
TR_EFFICACY_07,교사 전문성,교사효능감,교사,교사효능감·교사의 사기 - 7)문제행동을 하는 학생을 보면 나의 지도에 따른 변화가능성을 예상할 수 있다,likert,조건부,N,,,"""내가 지도할 수 있는지를 판단할 수 있다"" → ""나의 지도에 따른 변화가능성을 예상할 수 있다"". 판단 대상이 자기효능에서 학생 변화로 이동",0.0,0.0,5189.0,2800.0,4.0366,3.7293
TR_EFFICACY_08,교사 전문성,교사 사기,교사,교사효능감·교사의 사기 - 8)나는 책임감이 높다,likert,N,N,,,사기 하위척도(8~10번) 평균을 시계열로 쓸 경우 8번 제외 후 2문항 평균으로 재구성 검토,0.0,0.0,5189.0,2800.0,4.0455,4.4561
TR_EFFICACY_09,교사 전문성,교사 사기,교사,교사효능감·교사의 사기 - 9)나는 열의를 갖고 근무한다,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,5189.0,2800.0,4.2384,4.3739
TR_EFFICACY_10,교사 전문성,교사 사기,교사,교사효능감·교사의 사기 - 10)나는 교사로서 자부심을 갖고 있다,likert,Y,N,,,문항 내용·척도 동일,0.0,0.0,5189.0,2800.0,4.2619,4.1457
TR_TALK_01,교사 전문성,동료 협력,교사,동료교사와의 대화(주제와 시간) - 1)수업 및 평가,likert,Y,N,,,항목(수업 및 평가)·6점 시간구간 동일,0.0,0.0,5189.0,2800.0,2.9069,2.9696
TR_TALK_02,교사 전문성,동료 협력,교사,동료교사와의 대화(주제와 시간) - 2)진학·진로 지도,likert,Y,N,,,변수 인덱스가 아니라 항목 내용으로 매칭할 것,0.0,0.0,5189.0,2800.0,2.9405,2.7039
TR_TALK_03,교사 전문성,동료 협력,교사,동료교사와의 대화(주제와 시간) - 3)학교 행정업무,likert,Y,N,,,변수 인덱스가 아니라 항목 내용으로 매칭할 것,0.0,0.0,5189.0,2800.0,3.5787,3.4682
TR_TALK_04,교사 전문성,동료 협력,교사,동료교사와의 대화(주제와 시간) - 4)학생 생활지도 및 상담,likert,조건부,N,,,대응은 가능하나 항목 내용 차이 명시,0.0,0.0,5189.0,2800.0,3.4768,3.7289
TR_COLLAB_01,교사 전문성,동료 협력,교사,협력을 통한 수업개선활동 - 1)학부모에게 나의 수업공개,likert,Y,N,,,항목·6점 빈도 척도 동일,0.0,0.0,5189.0,2800.0,2.6387,2.1971
TR_COLLAB_02,교사 전문성,동료 협력,교사,협력을 통한 수업개선활동 - 2)동료교사에게 나의 수업공개,likert,Y,N,,,항목·6점 빈도 척도 동일,0.0,0.0,5189.0,2800.0,2.4951,2.3371
TR_COLLAB_03,교사 전문성,동료 협력,교사,협력을 통한 수업개선활동 - 3)동료교사의 수업 참관,likert,Y,N,,,항목·6점 빈도 척도 동일,0.0,0.0,5189.0,2800.0,3.1565,3.155
TR_COLLAB_04,교사 전문성,동료 협력,교사,협력을 통한 수업개선활동 - 4)교내 교과 협의회 활동,likert,Y,N,,,항목·6점 빈도 척도 동일,0.0,0.0,5189.0,2800.0,4.7529,4.6364
TR_COLLAB_05,교사 전문성,동료 협력,교사,협력을 통한 수업개선활동 - 5)교육청 차원의 교과교육연구회 활동,likert,Y,N,,,항목·6점 빈도 척도 동일,0.0,0.0,5189.0,2800.0,2.1663,2.0339
TR_COLLAB_06,교사 전문성,동료 협력,교사,협력을 통한 수업개선활동 - 6)교사들의 학교 안 전문적 학습 활동,likert,Y,N,,,"★비교표에는 ""선지 2개 추가""로 적혀 있으나 1주기 코드북에 Q15_6, Q15_7이 이미 존재함(비교표 수정 필요). ""학교 안 전문적 학습공동체 활동""→""학교 안 전문적 학습 활동"" 표현만 변경",0.0,0.0,5189.0,2800.0,5.5045,5.3593
TR_COLLAB_07,교사 전문성,동료 협력,교사,협력을 통한 수업개선활동 - 7)교사들의 학교 밖 전문적 학습 활동,likert,Y,N,,,"""학교 밖 전문적 학습공동체 활동""→""학교 밖 전문적 학습 활동"" 표현만 변경",0.0,0.0,5189.0,2800.0,2.3191,2.2371
TR_TRAIN_01,교사 전문성,교사 연수,교사,교사 연수 항목 및 수강 시간 - 1)교수학습 및 평가,likert,Y,N,,,항목(교수학습 및 평가)·6점 시간구간 동일,0.0,0.0,5189.0,2800.0,2.9,3.2579
TR_TRAIN_02,교사 전문성,교사 연수,교사,교사 연수 항목 및 수강 시간 - 2)교육정보화 및 에듀테크 활용,likert,조건부,N,,,"""교육정보화 및 원격수업"" → ""교육정보화 및 에듀테크 활용"". 연수 내용의 정의가 달라짐",0.0,0.0,5189.0,2800.0,2.318,2.8646
TR_TRAIN_03,교사 전문성,교사 연수,교사,교사 연수 항목 및 수강 시간 - 3)자기계발,excluded,N,N,,,1주기 3)자기계발 항목이 2주기에서 삭제됨,0.0,,5189.0,,2.6205,
TR_TRAIN_04,교사 전문성,교사 연수,교사,교사 연수 항목 및 수강 시간 - 3)진로 및 진학 지도,likert,Y,N,,,항목 내용 기준으로 매칭,0.0,0.0,5189.0,2800.0,2.0551,2.1493
TR_TRAIN_05,교사 전문성,교사 연수,교사,교사 연수 항목 및 수강 시간 - 4)교육과정 및 교육정책,likert,Y,N,,,항목 내용 기준으로 매칭,0.0,0.0,5189.0,2800.0,2.0133,2.2314
TR_TRAIN_06,교사 전문성,교사 연수,교사,교사 연수 항목 및 수강 시간 - 5)상담 및 학급경영,likert,Y,N,,,항목 내용 기준으로 매칭,0.0,0.0,5189.0,2800.0,2.1274,2.1879
TR_TRAIN_07,교사 전문성,교사 연수,교사,교사 연수 항목 및 수강 시간 - 6)학교폭력예방 교육 및 성교육,likert,Y,N,,,항목 내용 기준으로 매칭,0.0,0.0,5189.0,2800.0,2.5146,2.4871
TR_CURRIC_01,수업·평가 혁신,학생중심수업,교사,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 1)교과 교육과정이나 교과 운영계획을 세울 때 학생과 학부모의 의견을 수렴한다,likert,조건부,N,,,2주기 값이 높게 나올 수 있음,0.0,0.0,5189.0,2800.0,3.6992,3.5236
TR_CURRIC_02,수업·평가 혁신,학생중심수업,교사,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 2)학생의 흥미를 고려하여 교육과정을 재구성하려고 노력한다,likert,조건부,N,,,"""학생 흥미를 고려한 교육과정을 개발하려고 노력한다"" → ""재구성하려고 노력한다"". 개발→재구성으로 행위가 달라짐",0.0,0.0,5189.0,2800.0,4.2904,4.2339
TR_CURRIC_03,수업·평가 혁신,학생중심수업,교사,"교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 5)토론수업, 협력수업, 프로젝트 수업 등 학생 참여 수업을 한다",likert,Y,N,,,★변수 순서 주의: 1주기 2)가 2주기 5)로 이동,0.0,0.0,5189.0,2800.0,3.7448,3.8629
TR_CURRIC_08,수업·평가 혁신,수행평가,교사,교육과정·수업·평가 일체화 - 10)평가 결과를 교육과정운영계획 수립과 수업개선에 활용한다,likert,Y,N,,,★2주기에서는 TRQ16의 10)번으로 이동,0.0,0.0,5189.0,2800.0,4.2012,4.0996
TR_CURRIC_09,수업·평가 혁신,수행평가,교사,"교육과정·수업·평가 일체화 - 8)논술형 평가, 토론, 보고서, 현장조사, 포트폴리오 등 다양한 평가방법을 사용한다",likert,조건부,N,,,"""서·논술형 시험, 토론, 보고서…"" → ""논술형 평가, 토론, 보고서…"". 서술형이 빠짐",0.0,0.0,5189.0,2800.0,4.1345,3.9971
TR_CURRIC_11,수업·평가 혁신,수행평가,교사,"교육과정·수업·평가 일체화 - 9)학생의 성장, 발달을 평가하여 그 결과를 학생의 계속적인 성장을 돕는 자료로 활용한다",likert,Y,N,,,"""성장·발달을 평가하여 결과를 학생의 계속적 성장 자료로 활용"" 내용 동일",0.0,0.0,5189.0,2800.0,4.1852,3.9982
TR_LEADER_01,학교풍토·리더십,학교장 리더십,교사,"학교장의 리더십(구:학교장의 변혁적 리더십) - 1)교장선생님은 학교발전에 대해 분명한 계획을 가지고, 교사 및 학부모와 학교 교육목표를 공유한다",likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,4.1087,4.0293
TR_LEADER_02,학교풍토·리더십,학교장 리더십,교사,학교장의 리더십(구:학교장의 변혁적 리더십) - 2)교장선생님은 학교목표의 설정과 학교 자체 평가 과정에 교사를 참여시킨다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,4.0759,3.9743
TR_LEADER_03,학교풍토·리더십,학교장 리더십,교사,"학교장의 리더십(구:학교장의 변혁적 리더십) - 3)교장선생님은 학교혁신과 발전에 대해서 교사와 학부모, 학생에게 조언을 구한다",likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,4.0451,3.8836
TR_LEADER_04,학교풍토·리더십,학교장 리더십,교사,학교장의 리더십(구:학교장의 변혁적 리더십) - 4)교장선생님은 교사에게 영향을 줄 수 있는 의사결정에 대해 교사들과 상의한다,likert,Y,N,,,문항 내용·5점 척도 완전 동일,0.0,0.0,5189.0,2800.0,4.0143,3.8364
TR_COUNCIL_01,참여·자치,학생자치,교사,학교 자치회 활성화 - 1)학교운영위원회,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5189.0,2800.0,4.3914,4.05
TR_COUNCIL_02,참여·자치,학생자치,교사,학교 자치회 활성화 - 2)학년 협의회,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5189.0,2800.0,4.4421,4.2639
TR_COUNCIL_03,참여·자치,학생자치,교사,학교 자치회 활성화 - 3)교과 협의회,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5189.0,2800.0,4.4203,4.1811
TR_COUNCIL_04,참여·자치,학생자치,교사,학교 자치회 활성화 - 4)교직원 협의회,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5189.0,2800.0,4.4363,4.1518
TR_COUNCIL_05,참여·자치,학생자치,교사,학교 자치회 활성화 - 5)교사 동호회,likert,Y,N,,,항목·5점 척도 동일,0.0,0.0,5189.0,2800.0,3.2976,3.3636
TR_COUNCIL_06,참여·자치,학생자치,교사,학교 자치회 활성화 - 6)학생자치회,likert,Y,N,,,"""학생회""→""학생자치회"" 명칭만 변경, 지시대상 동일",0.0,0.0,5189.0,2800.0,4.2802,4.1093
TR_COUNCIL_07,참여·자치,학생자치,교사,학교 자치회 활성화 - 7)학생 동아리,likert,Y,N,,,항목(학생 동아리)·척도 동일,0.0,0.0,5189.0,2800.0,4.1964,4.0293
TR_COUNCIL_08,참여·자치,학생자치,교사,학교 자치회 활성화 - 8)학부모회,likert,Y,N,,,항목(학부모회)·척도 동일,0.0,0.0,5189.0,2800.0,3.8846,3.8093
TR_DECISION_01,참여·자치,교사 참여·의사결정,교사,참여적 의사결정(구:교사의견 반영) - 1)학교 교육목표 설정,likert,Y,N,,,항목·5점 반영정도 척도 동일,0.0,0.0,5189.0,2800.0,3.7533,3.7554
TR_DECISION_02,참여·자치,교사 참여·의사결정,교사,참여적 의사결정(구:교사의견 반영) - 2)교수·학습 자료 선정,likert,Y,N,,,항목·5점 반영정도 척도 동일,0.0,0.0,5189.0,2800.0,4.1299,4.1721
TR_DECISION_03,참여·자치,교사 참여·의사결정,교사,참여적 의사결정(구:교사의견 반영) - 3)수업 운영 방식 결정,likert,Y,N,,,항목·5점 반영정도 척도 동일,0.0,0.0,5189.0,2800.0,4.1659,4.2107
TR_DECISION_04,참여·자치,교사 참여·의사결정,교사,참여적 의사결정(구:교사의견 반영) - 4)교육과정 편성 및 운영,likert,Y,N,,,항목·5점 반영정도 척도 동일,0.0,0.0,5189.0,2800.0,3.9493,3.9132
TR_DECISION_05,참여·자치,교사 참여·의사결정,교사,참여적 의사결정(구:교사의견 반영) - 5)교원 업무 조직 및 업무 분장,likert,Y,N,,,항목·5점 반영정도 척도 동일,0.0,0.0,5189.0,2800.0,3.6535,3.5329
